season,week,game_id,gsis_id,unit,condition,opportunity_error,efficiency_error,combined_error,same_sign_or_offsetting,predicted_attempts,actual_attempts,predicted_ypa,actual_ypa,predicted_yards,actual_yards
2023,16,2023_16_ARI_CHI,00-0035228,QB,COMPOSED,-8.375,0.973576,-21.8486,OFFSETTING,29.625,38,7.02621,6.05263,208.1514,230
2023,16,2023_16_ARI_CHI,00-0036945,QB,COMPOSED,1.75,0.611857,28.60941,SAME_SIGN,28.75,27,6.90815,6.2963,198.6094,170
2023,16,2023_16_BAL_SF,00-0034796,QB,COMPOSED,-6.5,0.197172,-41.18061,OFFSETTING,28.5,35,7.39717,7.2,210.8194,252
2023,16,2023_16_BAL_SF,00-0034869,QB,COMPOSED,1.5,0.774161,20.67806,SAME_SIGN,15.5,14,6.55987,5.78571,101.6781,81
2023,16,2023_16_BAL_SF,00-0037834,QB,COMPOSED,-4.625,1.082661,-7.21764,OFFSETTING,27.375,32,9.05141,7.96875,247.7824,255
2023,16,2023_16_BUF_LAC,00-0034857,QB,COMPOSED,14.875,-3.933503,26.76058,OFFSETTING,35.875,21,7.35221,11.28571,263.7606,237
2023,16,2023_16_BUF_LAC,00-0035282,QB,COMPOSED,-14.0,0.97621,-72.66414,OFFSETTING,19.0,33,7.49136,6.51515,142.3359,215
2023,16,2023_16_CIN_PIT,00-0035100,QB,COMPOSED,-19.0,0.337466,-139.92408,OFFSETTING,24.0,43,8.12816,7.7907,195.0759,335
2023,16,2023_16_CIN_PIT,00-0034771,QB,COMPOSED,-9.66667,-4.327962,-178.84517,SAME_SIGN,17.3333,27,6.41278,10.74074,111.1548,290
2023,16,2023_16_CLE_HOU,00-0026158,QB,COMPOSED,-2.5,-1.977001,-101.46389,SAME_SIGN,40.5,43,6.58114,8.55814,266.5361,368
2023,16,2023_16_CLE_HOU,00-0038583,QB,COMPOSED,19.8,2.465543,113.14885,SAME_SIGN,21.8,2,5.46554,3.0,119.1488,6
2023,16,2023_16_CLE_HOU,00-0028986,QB,COMPOSED,-1.375,2.766411,38.21046,OFFSETTING,15.625,17,6.41347,3.64706,100.2105,62
2023,16,2023_16_CLE_HOU,00-0036898,QB,COMPOSED,-15.625,2.162874,-32.96931,OFFSETTING,17.375,33,6.67803,4.51515,116.0307,149
2023,16,2023_16_DAL_MIA,00-0033077,QB,COMPOSED,5.0,-0.407356,24.45909,OFFSETTING,37.0,32,7.49889,7.90625,277.4591,253
2023,16,2023_16_DAL_MIA,00-0036212,QB,COMPOSED,-4.5,-0.18145,-41.53227,SAME_SIGN,32.5,37,7.73747,7.91892,251.4677,293
2023,16,2023_16_DET_MIN,00-0033106,QB,COMPOSED,-2.5,0.781295,13.23608,OFFSETTING,37.5,40,7.2063,6.425,270.2361,257
2023,16,2023_16_DET_MIN,00-0033319,QB,COMPOSED,-18.0,-4.307328,-284.596,SAME_SIGN,17.0,35,7.43553,11.74286,126.404,411
2023,16,2023_16_GB_CAR,00-0039150,QB,COMPOSED,-2.625,-3.110522,-124.10314,SAME_SIGN,32.375,35,5.80376,8.91429,187.8969,312
2023,16,2023_16_GB_CAR,00-0036264,QB,COMPOSED,8.375,-0.785519,36.93122,OFFSETTING,36.375,28,7.03591,7.82143,255.9312,219
2023,16,2023_16_IND_ATL,00-0031800,QB,COMPOSED,-5.625,-0.104903,-43.02073,SAME_SIGN,26.375,32,7.05135,7.15625,185.9793,229
2023,16,2023_16_IND_ATL,00-0035289,QB,COMPOSED,-3.25,1.588306,35.94993,OFFSETTING,33.75,37,7.02074,5.43243,236.9499,201
2023,16,2023_16_JAX_TB,00-0033936,QB,COMPOSED,-5.25,1.29098,-16.96572,OFFSETTING,10.75,16,7.16598,5.875,77.0343,94
2023,16,2023_16_JAX_TB,00-0036971,QB,COMPOSED,5.5,-0.295027,28.20989,OFFSETTING,35.5,30,6.73831,7.03333,239.2099,211
2023,16,2023_16_JAX_TB,00-0034855,QB,COMPOSED,-2.125,-1.000854,-50.08522,SAME_SIGN,32.875,35,7.08486,8.08571,232.9148,283
2023,16,2023_16_LV_KC,00-0033873,QB,COMPOSED,-6.625,2.287881,50.12603,OFFSETTING,37.375,44,7.62879,5.34091,285.126,235
2023,16,2023_16_LV_KC,00-0035889,QB,COMPOSED,0.0,-2.674052,-2.67405,ZERO_COMPONENT,1.0,1,8.32595,11.0,8.3259,11
2023,16,2023_16_LV_KC,00-0038579,QB,COMPOSED,9.625,3.876871,147.14584,SAME_SIGN,30.625,21,6.82925,2.95238,209.1458,62
2023,16,2023_16_NE_DEN,00-0029263,QB,COMPOSED,-9.875,1.119754,-30.35561,OFFSETTING,28.125,38,7.38291,6.26316,207.6444,238
2023,16,2023_16_NE_DEN,00-0038108,QB,COMPOSED,-13.875,-0.931612,-127.88547,SAME_SIGN,18.125,32,7.06839,8.0,128.1145,256
2023,16,2023_16_NO_LA,00-0026498,QB,COMPOSED,-2.625,-2.040793,-89.3534,SAME_SIGN,31.375,34,7.60627,9.64706,238.6466,328
2023,16,2023_16_NO_LA,00-0031280,QB,COMPOSED,-9.875,-0.371225,-88.3867,SAME_SIGN,31.125,41,7.40926,7.78049,230.6133,319
2023,16,2023_16_NYG_PHI,00-0028118,QB,COMPOSED,-2.25,-2.748962,-53.6753,SAME_SIGN,11.75,14,6.75104,9.5,79.3247,133
2023,16,2023_16_NYG_PHI,00-0038476,QB,COMPOSED,6.85714,3.329012,99.66314,SAME_SIGN,22.8571,16,6.76651,3.4375,154.6631,55
2023,16,2023_16_NYG_PHI,00-0036389,QB,COMPOSED,-6.875,-0.457767,-68.70522,SAME_SIGN,31.125,38,7.46329,7.92105,232.2948,301
2023,16,2023_16_SEA_TEN,00-0030565,QB,COMPOSED,-1.5,1.094086,28.28765,OFFSETTING,34.5,36,7.39964,6.30556,255.2876,227
2023,16,2023_16_SEA_TEN,00-0029701,QB,COMPOSED,2.25,1.405079,51.96841,SAME_SIGN,27.25,25,7.48508,6.08,203.9684,152
2023,16,2023_16_SEA_TEN,00-0032764,QB,COMPOSED,0.25,-7.239796,-6.04974,OFFSETTING,1.25,1,4.7602,12.0,5.9503,12
2023,16,2023_16_WAS_NYJ,00-0032156,QB,COMPOSED,-25.75,1.870867,-70.53805,OFFSETTING,23.25,49,6.29944,4.42857,146.4619,217
2023,16,2023_16_WAS_NYJ,00-0033119,QB,COMPOSED,14.375,-0.997104,83.28119,OFFSETTING,27.375,13,6.6952,7.69231,183.2812,100
2023,16,2023_16_WAS_NYJ,00-0037077,QB,COMPOSED,18.25,4.301913,219.60654,SAME_SIGN,40.25,22,6.84737,2.54545,275.6065,56
2023,17,2023_17_ARI_PHI,00-0035228,QB,COMPOSED,-2.0,-0.244562,-21.83685,SAME_SIGN,30.0,32,7.00544,7.25,210.1632,232
2023,17,2023_17_ARI_PHI,00-0036389,QB,COMPOSED,9.0,0.212858,72.15928,SAME_SIGN,32.0,23,7.47373,7.26087,239.1593,167
2023,17,2023_17_ARI_PHI,00-0036919,QB,COMPOSED,26.45223,-9.679592,183.96151,OFFSETTING,27.4522,1,7.32041,17.0,200.9615,17
2023,17,2023_17_ATL_CHI,00-0031800,QB,COMPOSED,-2.0,1.434148,27.48063,OFFSETTING,27.0,29,7.05484,5.62069,190.4806,163
2023,17,2023_17_ATL_CHI,00-0038122,QB,COMPOSED,20.75,2.718021,155.45852,SAME_SIGN,24.75,4,6.96802,4.25,172.4585,17
2023,17,2023_17_ATL_CHI,00-0036945,QB,COMPOSED,-2.625,-1.48307,-65.54955,SAME_SIGN,29.375,32,6.89193,8.375,202.4504,268
2023,17,2023_17_CAR_JAX,00-0039150,QB,COMPOSED,0.875,2.481987,84.65782,SAME_SIGN,32.875,32,5.98199,3.5,196.6578,112
2023,17,2023_17_CAR_JAX,00-0033936,QB,COMPOSED,-14.0,-0.356883,-107.40216,SAME_SIGN,10.0,24,7.05978,7.41667,70.5978,178
2023,17,2023_17_CIN_KC,00-0035100,QB,COMPOSED,-6.28571,2.079241,18.02163,OFFSETTING,26.7143,33,8.04894,5.9697,215.0216,197
2023,17,2023_17_CIN_KC,00-0033873,QB,COMPOSED,8.625,-0.857932,40.5867,OFFSETTING,37.625,29,7.59034,8.44828,285.5867,245
2023,17,2023_17_DET_DAL,00-0033077,QB,COMPOSED,-0.875,-1.573088,-66.34498,SAME_SIGN,37.125,38,7.50586,9.07895,278.655,345
2023,17,2023_17_DET_DAL,00-0033106,QB,COMPOSED,3.75,-1.275931,-13.85672,OFFSETTING,35.75,32,7.19282,8.46875,257.1433,271
2023,17,2023_17_DET_DAL,00-0033557,QB,COMPOSED,26.45223,-23.679592,169.96151,OFFSETTING,27.4522,1,7.32041,31.0,200.9615,31
2023,17,2023_17_GB_MIN,00-0036264,QB,COMPOSED,1.75,-0.690131,-10.40631,OFFSETTING,34.75,33,7.06744,7.75758,245.5937,256
2023,17,2023_17_GB_MIN,00-0038391,QB,COMPOSED,26.45223,-29.679592,163.96151,OFFSETTING,27.4522,1,7.32041,37.0,200.9615,37
2023,17,2023_17_GB_MIN,00-0033319,QB,COMPOSED,-5.125,2.565128,16.96268,OFFSETTING,16.875,22,7.70149,5.13636,129.9627,113
2023,17,2023_17_GB_MIN,00-0038598,QB,COMPOSED,-5.0,1.546939,-25.76531,OFFSETTING,5.0,10,8.24694,6.7,41.2347,67
2023,17,2023_17_LAC_DEN,00-0035264,QB,COMPOSED,-16.125,0.227538,-109.26284,OFFSETTING,15.875,32,7.22754,7.0,114.7372,224
2023,17,2023_17_LAC_DEN,00-0035282,QB,COMPOSED,-14.5,1.353147,-55.7704,OFFSETTING,22.5,37,7.29909,5.94595,164.2296,220
2023,17,2023_17_LA_NYG,00-0026498,QB,COMPOSED,-1.125,-1.683513,-65.83447,SAME_SIGN,32.875,34,7.64002,9.32353,251.1655,317
2023,17,2023_17_LA_NYG,00-0028118,QB,COMPOSED,-28.25,-0.923234,-231.57002,SAME_SIGN,12.75,41,6.85725,7.78049,87.43,319
2023,17,2023_17_LV_IND,00-0035289,QB,COMPOSED,12.5,-2.775045,23.22502,OFFSETTING,35.5,23,6.96408,9.73913,247.225,224
2023,17,2023_17_LV_IND,00-0038579,QB,COMPOSED,-18.625,0.250188,-111.38763,OFFSETTING,28.375,47,6.61189,6.3617,187.6124,299
2023,17,2023_17_MIA_BAL,00-0034796,QB,COMPOSED,8.5,-7.892797,-102.90894,OFFSETTING,29.5,21,7.39292,15.28571,218.0911,321
2023,17,2023_17_MIA_BAL,00-0035993,QB,COMPOSED,17.625,-12.895194,94.70201,OFFSETTING,18.625,1,6.10481,19.0,113.702,19
2023,17,2023_17_MIA_BAL,00-0036212,QB,COMPOSED,-5.875,1.664382,19.43073,OFFSETTING,33.125,39,7.74131,6.07692,256.4307,237
2023,17,2023_17_NE_BUF,00-0034857,QB,COMPOSED,3.25,1.752663,76.58438,SAME_SIGN,33.25,30,7.386,5.63333,245.5844,169
2023,17,2023_17_NE_BUF,00-0038108,QB,COMPOSED,-6.625,-0.876376,-70.23459,SAME_SIGN,19.375,26,7.16209,8.03846,138.7654,209
2023,17,2023_17_NO_TB,00-0031280,QB,COMPOSED,-2.75,1.259698,19.91648,OFFSETTING,29.25,32,7.41595,6.15625,216.9165,197
2023,17,2023_17_NO_TB,00-0033357,QB,COMPOSED,-0.625,2.337353,-0.22364,OFFSETTING,1.375,2,7.83735,5.5,10.7764,11
2023,17,2023_17_NO_TB,00-0034855,QB,COMPOSED,-2.125,-1.984523,-82.56916,SAME_SIGN,31.875,34,7.10371,9.08824,226.4308,309
2023,17,2023_17_NYJ_CLE,00-0026158,QB,COMPOSED,9.5,-3.946155,-50.70284,OFFSETTING,38.5,29,6.70902,10.65517,258.2972,309
2023,17,2023_17_NYJ_CLE,00-0032156,QB,COMPOSED,-20.0,0.300475,-108.48813,OFFSETTING,25.0,45,6.10047,5.8,152.5119,261
2023,17,2023_17_PIT_SEA,00-0034771,QB,COMPOSED,-5.28571,-4.411882,-142.91047,SAME_SIGN,18.7143,24,7.00478,11.41667,131.0895,274
2023,17,2023_17_PIT_SEA,00-0030565,QB,COMPOSED,0.875,-1.420201,-40.4199,OFFSETTING,33.875,33,7.36768,8.78788,249.5801,290
2023,17,2023_17_SF_WAS,00-0037834,QB,COMPOSED,-0.25,0.78421,19.70825,OFFSETTING,27.75,28,8.9985,8.21429,249.7082,230
2023,17,2023_17_SF_WAS,00-0037077,QB,COMPOSED,9.75,0.678194,84.45005,SAME_SIGN,37.75,28,6.71391,6.03571,253.4501,169
2023,17,2023_17_TEN_HOU,00-0039163,QB,COMPOSED,0.25,1.391135,46.52818,SAME_SIGN,32.25,32,8.04739,6.65625,259.5282,213
2023,17,2023_17_TEN_HOU,00-0029701,QB,COMPOSED,5.5,-0.936332,22.32353,OFFSETTING,25.5,20,7.46367,8.4,190.3235,168
2023,17,2023_17_TEN_HOU,00-0039152,QB,COMPOSED,25.0,4.590674,208.97755,SAME_SIGN,31.0,6,7.25734,2.66667,224.9776,16
2023,18,2023_18_ATL_NO,00-0034438,QB,COMPOSED,-2.5,-1.09195,-18.51292,SAME_SIGN,1.5,4,5.65805,6.75,8.4871,27
2023,18,2023_18_ATL_NO,00-0038122,QB,COMPOSED,-10.5,-2.753942,-155.55187,SAME_SIGN,19.5,30,6.94606,9.7,135.4481,291
2023,18,2023_18_ATL_NO,00-0031280,QB,COMPOSED,1.875,-2.030126,-42.97145,OFFSETTING,29.875,28,7.39845,9.42857,221.0286,264
2023,18,2023_18_BUF_MIA,00-0034857,QB,COMPOSED,-6.0,-2.082602,-123.32749,SAME_SIGN,32.0,38,7.36477,9.44737,235.6725,359
2023,18,2023_18_BUF_MIA,00-0036212,QB,COMPOSED,5.375,1.296354,76.40929,SAME_SIGN,32.375,27,7.70376,6.40741,249.4093,173
2023,18,2023_18_CHI_GB,00-0036945,QB,COMPOSED,13.0,-2.312234,53.1952,OFFSETTING,29.0,16,6.93777,9.25,201.1952,148
2023,18,2023_18_CHI_GB,00-0036264,QB,COMPOSED,3.75,-2.776166,-62.21669,OFFSETTING,35.75,32,7.09883,9.875,253.7833,316
2023,18,2023_18_CLE_CIN,00-0031288,QB,COMPOSED,-3.33333,3.254519,-14.49699,OFFSETTING,0.6667,4,8.25452,5.0,5.503,20
2023,18,2023_18_CLE_CIN,00-0035100,QB,COMPOSED,3.5,1.334076,59.43708,SAME_SIGN,27.5,24,7.83408,6.5,215.4371,156
2023,18,2023_18_CLE_CIN,00-0032436,QB,COMPOSED,-13.85714,0.320132,-84.58521,OFFSETTING,12.1429,26,6.70475,6.38462,81.4148,166
2023,18,2023_18_DAL_WAS,00-0033077,QB,COMPOSED,0.375,-0.213002,-4.8417,OFFSETTING,36.375,36,7.537,7.75,274.1583,279
2023,18,2023_18_DAL_WAS,00-0033662,QB,COMPOSED,-0.75,-0.474041,-7.16563,SAME_SIGN,3.25,4,7.02596,7.5,22.8344,30
2023,18,2023_18_DAL_WAS,00-0036626,QB,COMPOSED,26.45223,3.320408,196.96151,SAME_SIGN,27.4522,1,7.32041,4.0,200.9615,4
2023,18,2023_18_DAL_WAS,00-0037077,QB,COMPOSED,7.75,1.020326,79.373,SAME_SIGN,34.75,27,6.68699,5.66667,232.373,153
2023,18,2023_18_DEN_LV,00-0035264,QB,COMPOSED,-15.75,-0.801268,-140.62313,SAME_SIGN,18.25,34,7.19873,8.0,131.3769,272
2023,18,2023_18_DEN_LV,00-0031345,QB,COMPOSED,25.125,8.020955,209.54745,SAME_SIGN,26.125,1,8.02096,0.0,209.5475,0
2023,18,2023_18_DEN_LV,00-0038579,QB,COMPOSED,2.5,-1.536996,-29.61903,OFFSETTING,32.5,30,6.59634,8.13333,214.381,244
2023,18,2023_18_HOU_IND,00-0039163,QB,COMPOSED,6.875,-2.179365,-1.83894,OFFSETTING,32.875,26,7.97448,10.15385,262.1611,264
2023,18,2023_18_HOU_IND,00-0035289,QB,COMPOSED,8.25,1.38429,92.55765,SAME_SIGN,33.25,25,7.02429,5.64,233.5576,141
2023,18,2023_18_JAX_TEN,00-0036971,QB,COMPOSED,-7.375,0.231316,-39.78261,OFFSETTING,35.625,43,6.74294,6.51163,240.2174,280
2023,18,2023_18_JAX_TEN,00-0029701,QB,COMPOSED,-0.75,1.013489,20.74445,OFFSETTING,25.25,26,7.47503,6.46154,188.7444,168
2023,18,2023_18_JAX_TEN,00-0030564,QB,COMPOSED,26.45223,7.320408,200.96151,SAME_SIGN,27.4522,1,7.32041,0.0,200.9615,0
2023,18,2023_18_KC_LAC,00-0027948,QB,COMPOSED,-25.125,1.792177,-120.23814,OFFSETTING,4.875,30,6.92551,5.13333,33.7619,154
2023,18,2023_18_KC_LAC,00-0035282,QB,COMPOSED,-21.6,1.5918,-78.1385,OFFSETTING,25.4,47,7.08116,5.48936,179.8615,258
2023,18,2023_18_LA_SF,00-0032950,QB,COMPOSED,10.375,-0.05195,65.80728,OFFSETTING,35.375,25,6.46805,6.52,228.8073,163
2023,18,2023_18_LA_SF,00-0034869,QB,COMPOSED,-13.5,-1.014096,-113.7221,SAME_SIGN,11.5,25,6.5459,7.56,75.2779,189
2023,18,2023_18_MIN_DET,00-0033106,QB,COMPOSED,3.125,-2.789807,-66.74196,OFFSETTING,35.125,32,7.21019,10.0,253.258,320
2023,18,2023_18_MIN_DET,00-0033319,QB,COMPOSED,-28.0,-1.39412,-274.30592,SAME_SIGN,16.0,44,7.60588,9.0,121.6941,396
2023,18,2023_18_NYJ_NE,00-0038108,QB,COMPOSED,-8.5,4.293317,67.37299,OFFSETTING,21.5,30,7.22665,2.93333,155.373,88
2023,18,2023_18_NYJ_NE,00-0032156,QB,COMPOSED,5.5,2.586512,85.20607,SAME_SIGN,25.5,20,6.08651,3.5,155.2061,70
2023,18,2023_18_PHI_NYG,00-0028118,QB,COMPOSED,-14.375,-2.32434,-174.38446,SAME_SIGN,17.625,32,6.95691,9.28125,122.6155,297
2023,18,2023_18_PHI_NYG,00-0038476,QB,COMPOSED,20.0,-0.44244,130.26633,OFFSETTING,22.0,2,6.55756,7.0,144.2663,14
2023,18,2023_18_PHI_NYG,00-0032268,QB,COMPOSED,0.375,0.041261,3.61569,SAME_SIGN,20.375,20,7.44126,7.4,151.6157,148
2023,18,2023_18_PHI_NYG,00-0036389,QB,COMPOSED,14.125,4.033348,170.0593,SAME_SIGN,30.125,16,7.47085,3.4375,225.0593,55
2023,18,2023_18_PIT_BAL,00-0035993,QB,COMPOSED,-13.125,0.908317,-54.92629,OFFSETTING,14.875,28,6.1226,5.21429,91.0737,146
2023,18,2023_18_PIT_BAL,00-0034771,QB,COMPOSED,-0.625,-0.136208,-7.38903,SAME_SIGN,19.375,20,7.46379,7.6,144.611,152
2023,18,2023_18_SEA_ARI,00-0035228,QB,COMPOSED,0.375,-1.723611,-49.07967,OFFSETTING,30.375,30,7.00972,8.73333,212.9203,262
2023,18,2023_18_SEA_ARI,00-0030565,QB,COMPOSED,6.0,0.887431,70.16353,SAME_SIGN,35.0,29,7.40467,6.51724,259.1635,189
2023,18,2023_18_TB_CAR,00-0039150,QB,COMPOSED,14.0,0.63543,93.44486,SAME_SIGN,32.0,18,5.85765,5.22222,187.4449,94
2023,18,2023_18_TB_CAR,00-0034855,QB,COMPOSED,0.375,2.858071,94.13551,SAME_SIGN,32.375,32,7.13932,4.28125,231.1355,137
2024,1,2024_01_ARI_BUF,00-0035228,QB,COMPOSED,3.0,1.805669,77.07016,SAME_SIGN,34.0,31,7.03148,5.22581,239.0702,162
2024,1,2024_01_ARI_BUF,00-0034857,QB,COMPOSED,8.875,-2.695481,3.60329,OFFSETTING,31.875,23,7.39148,10.08696,235.6033,232
2024,1,2024_01_BAL_KC,00-0034796,QB,COMPOSED,-12.25,0.829074,-57.73119,OFFSETTING,28.75,41,7.48761,6.65854,215.2688,273
2024,1,2024_01_BAL_KC,00-0033873,QB,COMPOSED,8.5,-2.797904,-13.78421,OFFSETTING,36.5,28,7.59495,10.39286,277.2158,291
2024,1,2024_01_CAR_NO,00-0027973,QB,COMPOSED,26.375,6.901556,188.93009,SAME_SIGN,27.375,1,6.90156,0.0,188.9301,0
2024,1,2024_01_CAR_NO,00-0039150,QB,COMPOSED,-0.5,0.448076,10.53491,OFFSETTING,29.5,30,5.81474,5.36667,171.5349,161
2024,1,2024_01_CAR_NO,00-0031280,QB,COMPOSED,6.125,-1.27764,16.0496,OFFSETTING,29.125,23,7.41801,8.69565,216.0496,200
2024,1,2024_01_CAR_NO,00-0038998,QB,COMPOSED,26.22462,7.236902,197.0219,SAME_SIGN,27.2246,1,7.2369,0.0,197.0219,0
2024,1,2024_01_DAL_CLE,00-0033537,QB,COMPOSED,-18.0,4.117383,43.56934,OFFSETTING,27.0,45,7.87294,3.75556,212.5693,169
2024,1,2024_01_DAL_CLE,00-0033077,QB,COMPOSED,4.5,1.940987,96.01789,SAME_SIGN,36.5,32,7.53474,5.59375,275.0179,179
2024,1,2024_01_DEN_SEA,00-0039732,QB,COMPOSED,-14.77538,3.951188,59.0219,OFFSETTING,27.2246,42,7.2369,3.28571,197.0219,138
2024,1,2024_01_DEN_SEA,00-0030565,QB,COMPOSED,8.0,0.799754,79.80702,SAME_SIGN,34.0,26,7.37668,6.57692,250.807,171
2024,1,2024_01_GB_PHI,00-0036264,QB,COMPOSED,0.875,-0.443792,-8.78607,OFFSETTING,34.875,34,7.20327,7.64706,251.2139,260
2024,1,2024_01_GB_PHI,00-0038128,QB,COMPOSED,8.42857,6.006256,56.63042,SAME_SIGN,9.4286,1,6.00626,0.0,56.6304,0
2024,1,2024_01_GB_PHI,00-0036389,QB,COMPOSED,-3.75,-0.996979,-60.75256,SAME_SIGN,29.25,33,7.42726,8.42424,217.2474,278
2024,1,2024_01_HOU_IND,00-0039163,QB,COMPOSED,1.0,0.736527,31.61789,SAME_SIGN,33.0,32,8.04903,7.3125,265.6179,234
2024,1,2024_01_HOU_IND,00-0039164,QB,COMPOSED,2.5,-4.184792,-62.0783,OFFSETTING,21.5,19,6.9731,11.15789,149.9217,212
2024,1,2024_01_JAX_MIA,00-0036971,QB,COMPOSED,16.0,-0.982569,87.07352,OFFSETTING,37.0,21,6.73172,7.71429,249.0735,162
2024,1,2024_01_JAX_MIA,00-0036212,QB,COMPOSED,-5.5,-1.457024,-96.13951,SAME_SIGN,31.5,37,7.67811,9.13514,241.8605,338
2024,1,2024_01_LA_DET,00-0033106,QB,COMPOSED,7.0,-0.507294,36.4947,OFFSETTING,35.0,28,7.24271,7.75,253.4947,217
2024,1,2024_01_LA_DET,00-0026498,QB,COMPOSED,-15.625,1.192542,-61.28309,OFFSETTING,33.375,49,7.66193,6.46939,255.7169,317
2024,1,2024_01_LV_LAC,00-0036355,QB,COMPOSED,8.25,1.566468,99.34384,SAME_SIGN,34.25,26,7.10493,5.53846,243.3438,144
2024,1,2024_01_LV_LAC,00-0035289,QB,COMPOSED,0.125,-0.80512,-25.69612,OFFSETTING,33.125,33,6.98276,7.78788,231.3039,257
2024,1,2024_01_MIN_NYG,00-0034869,QB,COMPOSED,-12.125,-2.105266,-130.08337,SAME_SIGN,11.875,24,6.5614,8.66667,77.9166,208
2024,1,2024_01_MIN_NYG,00-0035710,QB,COMPOSED,-13.5,2.20501,3.05706,OFFSETTING,28.5,42,6.63358,4.42857,189.0571,186
2024,1,2024_01_NE_CIN,00-0036442,QB,COMPOSED,7.5,1.762578,106.74791,SAME_SIGN,36.5,29,7.41775,5.65517,270.7479,164
2024,1,2024_01_NE_CIN,00-0033119,QB,COMPOSED,-0.75,1.659497,34.80205,OFFSETTING,23.25,24,6.70116,5.04167,155.8021,121
2024,1,2024_01_NYJ_SF,00-0023459,QB,COMPOSED,4.875,-0.391228,28.64483,OFFSETTING,25.875,21,7.56115,7.95238,195.6448,167
2024,1,2024_01_NYJ_SF,00-0028118,QB,COMPOSED,12.5,3.114023,116.9515,SAME_SIGN,21.5,9,7.11402,4.0,152.9515,36
2024,1,2024_01_NYJ_SF,00-0037834,QB,COMPOSED,-1.625,0.989383,14.14039,OFFSETTING,27.375,29,8.9549,7.96552,245.1404,231
2024,1,2024_01_PIT_ATL,00-0029604,QB,COMPOSED,13.625,1.33977,136.22361,SAME_SIGN,38.625,25,7.53977,6.2,291.2236,155
2024,1,2024_01_PIT_ATL,00-0036945,QB,COMPOSED,4.375,0.182228,34.6624,SAME_SIGN,27.375,23,6.96484,6.78261,190.6624,156
2024,1,2024_01_TEN_CHI,00-0039918,QB,COMPOSED,-2.77538,4.136902,104.0219,OFFSETTING,27.2246,30,7.2369,3.1,197.0219,93
2024,1,2024_01_TEN_CHI,00-0039152,QB,COMPOSED,-3.875,3.185912,74.22486,OFFSETTING,28.125,32,7.15466,3.96875,201.2249,127
2024,1,2024_01_WAS_TB,00-0034855,QB,COMPOSED,2.75,-2.546732,-56.91379,OFFSETTING,32.75,30,7.0866,9.63333,232.0862,289
2024,1,2024_01_WAS_TB,00-0039910,QB,COMPOSED,2.22462,-0.123098,13.0219,OFFSETTING,27.2246,25,7.2369,7.36,197.0219,184
2024,2,2024_02_ATL_PHI,00-0029604,QB,COMPOSED,6.25,-0.508695,31.76814,OFFSETTING,36.25,30,7.52464,8.03333,272.7681,241
2024,2,2024_02_ATL_PHI,00-0036389,QB,COMPOSED,0.625,1.346274,45.04214,SAME_SIGN,30.625,30,7.44627,6.1,228.0421,183
2024,2,2024_02_BUF_MIA,00-0034857,QB,COMPOSED,12.375,0.100181,93.67607,SAME_SIGN,31.375,19,7.41597,7.31579,232.6761,139
2024,2,2024_02_BUF_MIA,00-0036212,QB,COMPOSED,6.25,1.907948,95.87337,SAME_SIGN,31.25,25,7.70795,5.8,240.8734,145
2024,2,2024_02_BUF_MIA,00-0037327,QB,COMPOSED,1.0,0.153679,8.01947,SAME_SIGN,15.0,14,5.86796,5.71429,88.0195,80
2024,2,2024_02_CHI_HOU,00-0039918,QB,COMPOSED,-7.0,1.706819,18.28565,OFFSETTING,30.0,37,6.40952,4.7027,192.2857,174
2024,2,2024_02_CHI_HOU,00-0039163,QB,COMPOSED,-4.375,0.79151,-6.56572,OFFSETTING,31.625,36,8.01373,7.22222,253.4343,260
2024,2,2024_02_CIN_KC,00-0036442,QB,COMPOSED,-1.875,0.226431,-5.71055,OFFSETTING,34.125,36,7.3931,7.16667,252.2894,258
2024,2,2024_02_CIN_KC,00-0033873,QB,COMPOSED,10.25,1.81661,125.38097,SAME_SIGN,36.25,26,7.6243,5.80769,276.381,151
2024,2,2024_02_CLE_JAX,00-0033537,QB,COMPOSED,-3.625,2.225968,47.7829,OFFSETTING,30.375,34,7.69656,5.47059,233.7829,186
2024,2,2024_02_CLE_JAX,00-0036971,QB,COMPOSED,7.0,-0.844034,22.71823,OFFSETTING,36.0,29,6.74217,7.58621,242.7182,220
2024,2,2024_02_IND_GB,00-0038128,QB,COMPOSED,-5.625,-2.819398,-72.63031,SAME_SIGN,8.375,14,5.89489,8.71429,49.3697,122
2024,2,2024_02_IND_GB,00-0039164,QB,COMPOSED,-12.0,1.209186,-48.78891,OFFSETTING,21.0,33,7.391,6.18182,155.2111,204
2024,2,2024_02_LAC_CAR,00-0039150,QB,COMPOSED,3.625,2.563008,87.64067,SAME_SIGN,29.625,26,5.79378,3.23077,171.6407,84
2024,2,2024_02_LAC_CAR,00-0036355,QB,COMPOSED,13.75,0.589275,109.26304,SAME_SIGN,33.75,20,7.08928,6.5,239.263,130
2024,2,2024_02_LA_ARI,00-0035228,QB,COMPOSED,12.75,-5.665166,-29.69934,OFFSETTING,33.75,21,7.0015,12.66667,236.3007,266
2024,2,2024_02_LA_ARI,00-0026498,QB,COMPOSED,9.625,-0.365577,63.61074,OFFSETTING,36.625,27,7.63442,8.0,279.6107,216
