player,team,opponent,hrb_market_name,line,over_odds,under_odds,sportsbook,retrieval_timestamp_utc,source_url
Kenyon Sadiq,NYJ,TEN,Receiving Yards,14.5,-110,-120,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Mason Taylor,NYJ,TEN,Receiving Yards,21.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Omar Cooper Jr.,NYJ,TEN,Receiving Yards,14.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tony Pollard,TEN,NYJ,Receiving Yards,9.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Tyjae Spears,TEN,NYJ,Receiving Yards,15.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Wan'Dale Robinson,NYJ,TEN,Receiving Yards,42.5,-115,-115,Hard Rock Bet,2026-09-13T16:06:04.356Z,https://app.hardrock.bet/competition/nfl/8047294459987231053?tab=player-props
Baker Mayfield,TB,CIN,Passing Yards,233.5,-115,-115,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Joe Burrow,CIN,TB,Passing Yards,270.5,-115,-115,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Baker Mayfield,TB,CIN,Passing TDs,1.5,-110,-120,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Joe Burrow,CIN,TB,Passing TDs,2.5,+160,-220,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Baker Mayfield,TB,CIN,Interceptions,0.5,-120,-110,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Joe Burrow,CIN,TB,Interceptions,0.5,+115,-160,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Baker Mayfield,TB,CIN,Pass Completions,20.5,-120,-110,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Joe Burrow,CIN,TB,Pass Completions,24.5,-120,-110,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Baker Mayfield,TB,CIN,Pass Attempts,31.5,-115,-115,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Joe Burrow,CIN,TB,Pass Attempts,34.5,-120,-110,Hard Rock Bet,2026-09-13T16:01:10Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Baker Mayfield,TB,CIN,Rushing Attempts,3.5,-105,-125,Hard Rock Bet,2026-09-13T16:02:54Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Bucky Irving,TB,CIN,Rushing Attempts,14.5,-120,-110,Hard Rock Bet,2026-09-13T16:02:54Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Joe Burrow,CIN,TB,Rushing Attempts,2.5,-130,+100,Hard Rock Bet,2026-09-13T16:02:54Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Chase Brown,CIN,TB,Rushing Attempts,14.5,-115,-115,Hard Rock Bet,2026-09-13T16:02:54Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Baker Mayfield,TB,CIN,Rushing Yards,16.5,-115,-115,Hard Rock Bet,2026-09-13T16:04:38Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Bucky Irving,TB,CIN,Rushing Yards,60.5,-120,-110,Hard Rock Bet,2026-09-13T16:04:38Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Chase Brown,CIN,TB,Rushing Yards,57.5,-115,-115,Hard Rock Bet,2026-09-13T16:04:38Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Joe Burrow,CIN,TB,Rushing Yards,8.5,-115,-115,Hard Rock Bet,2026-09-13T16:04:38Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Kenneth Gainwell,unresolved,unresolved,Rushing Yards,22.5,-115,-115,Hard Rock Bet,2026-09-13T16:04:38Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Samaje Perine,CIN,TB,Rushing Yards,18.5,-110,-120,Hard Rock Bet,2026-09-13T16:04:38Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Andrei Iosivas,unresolved,unresolved,Receiving Yards,13.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Bucky Irving,TB,CIN,Receiving Yards,13.5,-120,-110,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Cade Otton,TB,CIN,Receiving Yards,31.5,-120,-110,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Chase Brown,CIN,TB,Receiving Yards,24.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Chris Godwin Jr.,TB,CIN,Receiving Yards,48.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Emeka Egbuka,TB,CIN,Receiving Yards,56.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Erick All Jr.,CIN,TB,Receiving Yards,11.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Ja'Marr Chase,CIN,TB,Receiving Yards,87.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Kenneth Gainwell,unresolved,unresolved,Receiving Yards,21.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Mike Gesicki,CIN,TB,Receiving Yards,21.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Samaje Perine,CIN,TB,Receiving Yards,7.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Tee Higgins,CIN,TB,Receiving Yards,62.5,-115,-115,Hard Rock Bet,2026-09-13T16:05:31Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Chris Godwin Jr.,TB,CIN,Receptions,4.5,+105,-135,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Cade Otton,TB,CIN,Receptions,3.5,+105,-130,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Bucky Irving,TB,CIN,Receptions,1.5,-160,+125,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Emeka Egbuka,TB,CIN,Receptions,4.5,+100,-130,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Kenneth Gainwell,unresolved,unresolved,Receptions,3.5,+120,-160,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Ted Hurst III,TB,CIN,Receptions,1.5,-150,+115,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Samaje Perine,CIN,TB,Receptions,1.5,+145,-200,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Ja'Marr Chase,CIN,TB,Receptions,7.5,+115,-150,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Chase Brown,CIN,TB,Receptions,3.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Andrei Iosivas,unresolved,unresolved,Receptions,1.5,+110,-140,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Mike Gesicki,CIN,TB,Receptions,2.5,+125,-165,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Erick All Jr.,CIN,TB,Receptions,1.5,-110,-120,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
Tee Higgins,CIN,TB,Receptions,4.5,-135,+105,Hard Rock Bet,2026-09-13T16:05:47Z,https://app.hardrock.bet/competition/nfl/895578251722883391?tab=player-props
