slate,game_id,player,team,market,metric,model_mean,model_median,hardrock_line,over_odds,under_odds,model_p_over_exact_line,model_p_under_exact_line,hardrock_novig_p_over,hardrock_novig_p_under,selected_side,probability_gap_pp,actual,actual_basis,absence_class,result,model_written_at,hardrock_retrieved_at,data_status,stratum,refusal_reason
1PM,2026_01_BUF_HOU,James Cook III,BUF,Receiving Yards,,,,19.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,James Cook III,BUF,Receptions,,,,2.5,-130,+100,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,James Cook III,BUF,Rushing Attempts,,,,16.5,-125,-105,,,,,,,,,,,,2026-09-13T16:04:03.436Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,James Cook III,BUF,Rushing Yards,,,,74.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.938Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Jaylin Noel,HOU,Receiving Yards,,,,15.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Jaylin Noel,HOU,Receptions,,,,1.5,-110,-120,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Josh Allen,BUF,Interceptions,qb/int,0.366,0.0,0.5,-125,-105,0.26,0.74,0.520305,0.479695,UNDER,26.0305,0.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,Josh Allen,BUF,Pass Attempts,qb/att,17.58,21.0,30.5,-115,-115,0.279,0.721,0.5,0.5,UNDER,22.1,30.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,Josh Allen,BUF,Pass Completions,qb/cmp,11.595,13.0,19.5,-120,-110,0.304,0.696,0.510121,0.489879,UNDER,20.6121,20.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,Josh Allen,BUF,Passing TDs,qb/ptd,0.982,0.0,1.5,+145,-195,0.288,0.712,0.381753,0.618247,UNDER,9.3753,2.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:07:31.584827Z,2026-09-13T16:03:47.396Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,Josh Allen,BUF,Passing Yards,qb/pyds,135.451,139.1167,223.5,-115,-115,0.288,0.712,0.5,0.5,UNDER,21.2,334.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T16:07:31.584827Z,2026-09-13T16:05:43.391Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_BUF_HOU,Josh Allen,BUF,Rushing Attempts,,,,6.5,-115,-115,,,,,,,,,,,,2026-09-13T16:04:03.436Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/rush_opp has no exact realised match
1PM,2026_01_BUF_HOU,Josh Allen,BUF,Rushing Yards,,,,31.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.938Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_BUF_HOU,Joshua Palmer,BUF,Receiving Yards,,,,12.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Joshua Palmer,BUF,Receptions,,,,1.5,+155,-210,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Kayshon Boutte,HOU,Receiving Yards,,,,20.5,-120,-110,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Kayshon Boutte,HOU,Receptions,,,,1.5,-155,+115,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Keon Coleman,BUF,Receiving Yards,,,,11.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Keon Coleman,BUF,Receptions,,,,1.5,+165,-230,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Khalil Shakir,BUF,Receiving Yards,,,,36.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Khalil Shakir,BUF,Receptions,,,,3.5,-130,+100,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Nico Collins,HOU,Receiving Yards,,,,70.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Nico Collins,HOU,Receptions,,,,5.5,+115,-145,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Woody Marks,HOU,Receiving Yards,,,,9.5,-110,-120,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Woody Marks,HOU,Receptions,,,,1.5,-110,-120,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Woody Marks,HOU,Rushing Attempts,,,,7.5,-105,-125,,,,,,,,,,,,2026-09-13T16:04:03.436Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Woody Marks,HOU,Rushing Yards,,,,26.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.938Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Xavier Hutchinson,HOU,Receiving Yards,,,,17.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:20.283Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_BUF_HOU,Xavier Hutchinson,HOU,Receptions,,,,1.5,-155,+115,,,,,,,,,,,,2026-09-13T16:04:20.539Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Bryce Young,CAR,Interceptions,qb/int,0.541,0.0,0.5,+100,-130,0.4,0.6,0.469388,0.530612,UNDER,6.9388,1.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Bryce Young,CAR,Pass Attempts,qb/att,26.542,28.0,30.5,-115,-115,0.346,0.654,0.5,0.5,UNDER,15.4,37.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Bryce Young,CAR,Pass Completions,qb/cmp,16.547,17.0,19.5,-120,-110,0.306,0.694,0.510121,0.489879,UNDER,20.4121,23.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Bryce Young,CAR,Passing TDs,qb/ptd,0.981,1.0,1.5,+110,-145,0.256,0.744,0.44586,0.55414,UNDER,18.986,3.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Bryce Young,CAR,Passing Yards,qb/pyds,157.6844,160.82,210.5,-115,-115,0.25,0.75,0.5,0.5,UNDER,25.0,361.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:05:36.801Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Bryce Young,CAR,Rushing Attempts,,,,3.5,+115,-150,,,,,,,,,,,,2026-09-13T16:02:49.844Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/rush_opp has no exact realised match
1PM,2026_01_CHI_CAR,Bryce Young,CAR,Rushing Yards,,,,13.5,-120,-110,,,,,,,,,,,,2026-09-13T16:05:47.732Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_CHI_CAR,Caleb Williams,CHI,Interceptions,qb/int,0.385,0.0,0.5,+120,-155,0.314,0.686,0.427852,0.572148,UNDER,11.3852,0.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Caleb Williams,CHI,Pass Attempts,qb/att,29.124,32.0,32.5,-115,-115,0.455,0.545,0.5,0.5,UNDER,4.5,29.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Caleb Williams,CHI,Pass Completions,qb/cmp,17.778,19.0,20.5,+100,-130,0.355,0.645,0.469388,0.530612,UNDER,11.4388,21.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Caleb Williams,CHI,Passing TDs,qb/ptd,1.254,1.0,1.5,-115,-115,0.366,0.634,0.5,0.5,UNDER,13.4,2.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.640Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Caleb Williams,CHI,Passing Yards,qb/pyds,194.4828,197.1658,226.5,-115,-115,0.352,0.648,0.5,0.5,UNDER,14.8,269.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:05:36.801Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CHI_CAR,Caleb Williams,CHI,Rushing Attempts,,,,3.5,-135,+105,,,,,,,,,,,,2026-09-13T16:02:49.844Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/rush_opp has no exact realised match
1PM,2026_01_CHI_CAR,Caleb Williams,CHI,Rushing Yards,,,,19.5,-120,-110,,,,,,,,,,,,2026-09-13T16:05:47.732Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_CHI_CAR,Chuba Hubbard,CAR,Receiving Yards,,,,9.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Chuba Hubbard,CAR,Receptions,,,,1.5,-155,+120,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Chuba Hubbard,CAR,Rushing Attempts,,,,12.5,-125,-105,,,,,,,,,,,,2026-09-13T16:02:49.844Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Chuba Hubbard,CAR,Rushing Yards,,,,50.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:47.732Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Cole Kmet,CHI,Receiving Yards,,,,13.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Cole Kmet,CHI,Receptions,,,,1.5,-120,-110,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Colston Loveland,CHI,Receiving Yards,,,,54.5,-120,-110,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Colston Loveland,CHI,Receptions,,,,4.5,-130,+100,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,D'Andre Swift,CHI,Receiving Yards,,,,13.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,D'Andre Swift,CHI,Receptions,,,,1.5,-165,+125,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,D'Andre Swift,CHI,Rushing Attempts,,,,13.5,-120,-110,,,,,,,,,,,,2026-09-13T16:02:49.844Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,D'Andre Swift,CHI,Rushing Yards,,,,60.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:47.732Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Darren Waller,CAR,Receiving Yards,,,,16.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Darren Waller,CAR,Receptions,,,,1.5,-180,+135,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Jalen Coker,CAR,Receiving Yards,,,,41.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Jalen Coker,CAR,Receptions,,,,3.5,-130,+100,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Jonathon Brooks,CAR,Receiving Yards,,,,9.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Jonathon Brooks,CAR,Receptions,,,,1.5,-115,-115,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Jonathon Brooks,CAR,Rushing Attempts,,,,7.5,-125,-105,,,,,,,,,,,,2026-09-13T16:02:49.844Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Jonathon Brooks,CAR,Rushing Yards,,,,26.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:47.732Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Kalif Raymond,CHI,Receiving Yards,,,,14.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Kalif Raymond,CHI,Receptions,,,,1.5,-115,-115,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Kyle Monangai,CHI,Receiving Yards,,,,5.5,-120,-110,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Kyle Monangai,CHI,Receptions,,,,1.5,+175,-250,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Kyle Monangai,CHI,Rushing Attempts,,,,7.5,-125,-105,,,,,,,,,,,,2026-09-13T16:02:49.844Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Kyle Monangai,CHI,Rushing Yards,,,,31.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:47.732Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Luther Burden III,CHI,Receiving Yards,,,,58.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Luther Burden III,CHI,Receptions,,,,4.5,-135,+105,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Rome Odunze,CHI,Receiving Yards,,,,39.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Rome Odunze,CHI,Receptions,,,,3.5,+130,-170,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Tetairoa McMillan,CAR,Receiving Yards,,,,62.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Tetairoa McMillan,CAR,Receptions,,,,4.5,-120,-110,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Tommy Tremble,CAR,Receiving Yards,,,,11.5,-110,-120,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Tommy Tremble,CAR,Receptions,,,,1.5,+110,-145,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Xavier Legette,CAR,Receiving Yards,,,,18.5,-115,-115,,,,,,,,,,,,2026-09-13T16:06:01.765Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CHI_CAR,Xavier Legette,CAR,Receptions,,,,2.5,+140,-190,,,,,,,,,,,,2026-09-13T16:03:19.026Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Bhayshul Tuten,JAX,Receiving Yards,,,,11.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Bhayshul Tuten,JAX,Receptions,,,,1.5,-155,+120,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Bhayshul Tuten,JAX,Rushing Attempts,,,,11.5,-125,-105,,,,,,,,,,,,2026-09-13T16:02:49.841Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Bhayshul Tuten,JAX,Rushing Yards,,,,44.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:44.246Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Brenton Strange,JAX,Receiving Yards,,,,35.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Brenton Strange,JAX,Receptions,,,,3.5,+100,-130,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Brian Thomas Jr.,JAX,Receiving Yards,,,,39.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Brian Thomas Jr.,JAX,Receptions,,,,2.5,-170,+130,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Chris Rodriguez Jr.,JAX,Rushing Attempts,,,,9.5,-115,-115,,,,,,,,,,,,2026-09-13T16:02:49.841Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Chris Rodriguez Jr.,JAX,Rushing Yards,,,,37.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:44.246Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Denzel Boston,CLE,Receiving Yards,,,,24.5,-120,-110,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Denzel Boston,CLE,Receptions,,,,2.5,+110,-140,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Deshaun Watson,CLE,Interceptions,qb/int,0.203,0.0,0.5,-150,+115,0.159,0.841,0.563319,0.436681,UNDER,40.4319,1.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Deshaun Watson,CLE,Pass Attempts,qb/att,13.024,6.5,30.5,-115,-115,0.173,0.827,0.5,0.5,UNDER,32.7,22.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Deshaun Watson,CLE,Pass Completions,qb/cmp,8.64,4.0,18.5,-115,-115,0.228,0.772,0.5,0.5,UNDER,27.2,16.0,OBSERVED,ZERO_IF_ABSENT,WIN,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Deshaun Watson,CLE,Passing TDs,qb/ptd,0.64,0.0,0.5,-180,+135,0.35,0.65,0.601707,0.398293,UNDER,25.1707,1.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:02:32.877Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Deshaun Watson,CLE,Passing Yards,qb/pyds,97.0813,37.0,178.5,-115,-115,0.256,0.744,0.5,0.5,UNDER,24.4,205.0,OBSERVED,ZERO_IF_ABSENT,LOSS,2026-09-13T15:46:51Z,2026-09-13T16:05:33.641Z,PARTIAL_PLAYER_COVERAGE,CONTAMINATED_QB3,
1PM,2026_01_CLE_JAX,Deshaun Watson,CLE,Rushing Attempts,,,,4.5,+110,-145,,,,,,,,,,,,2026-09-13T16:02:49.841Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/rush_opp has no exact realised match
1PM,2026_01_CLE_JAX,Deshaun Watson,CLE,Rushing Yards,,,,16.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:44.246Z,REFUSED,REFUSED,REFUSED:ESTIMAND_NOT_SCOREABLE | qb/ryds has no exact realised match
1PM,2026_01_CLE_JAX,Dylan Sampson,CLE,Receiving Yards,,,,8.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Harold Fannin Jr.,CLE,Receiving Yards,,,,37.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Harold Fannin Jr.,CLE,Receptions,,,,3.5,-165,+125,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Jakobi Meyers,JAX,Receiving Yards,,,,37.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Jakobi Meyers,JAX,Receptions,,,,3.5,-115,-115,,,,,,,,,,,,2026-09-13T16:03:16.087Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
1PM,2026_01_CLE_JAX,Jerry Jeudy,CLE,Receiving Yards,,,,29.5,-115,-115,,,,,,,,,,,,2026-09-13T16:05:56.926Z,REFUSED,REFUSED,REFUSED:QUOTE_PLAYER_NOT_ON_BOARD
