season,game_id,team,starter,established_incumbent,team_dropbacks,starter_share,pid,dropbacks,share,classification,entry_qtr,entry_secs_remaining,margin_at_entry,starter_returned
2021,2021_07_KC_TEN,TEN,00-0029701,True,29,0.9655,00-0032764,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,1.0,3355.0,0.0,True
2021,2021_08_TEN_IND,TEN,00-0029701,True,37,0.973,00-0035676,1,0.027,PLANNED_ROTATION_OR_PACKAGE,4.0,790.0,3.0,True
2021,2021_16_SF_TEN,TEN,00-0029701,True,34,0.9706,00-0035676,1,0.0294,PLANNED_ROTATION_OR_PACKAGE,4.0,364.0,7.0,True
2022,2022_02_TEN_BUF,TEN,00-0029701,True,26,0.8462,00-0038128,4,0.1538,REPLACEMENT_NO_RETURN,3.0,1129.0,34.0,False
2022,2022_11_TEN_GB,TEN,00-0029701,True,32,0.9375,00-0032764,2,0.0625,PLANNED_ROTATION_OR_PACKAGE,2.0,1920.0,1.0,True
2022,2022_13_TEN_PHI,TEN,00-0029701,True,32,0.875,00-0038128,4,0.125,BLOWOUT_RELIEF,4.0,451.0,25.0,False
2022,2022_15_TEN_LAC,TEN,00-0029701,True,30,0.8667,00-0038128,4,0.1333,PLANNED_ROTATION_OR_PACKAGE,1.0,2919.0,7.0,True
2023,2023_04_CIN_TEN,TEN,00-0029701,True,29,0.9655,00-0032764,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,2.0,1814.0,14.0,True
2023,2023_05_TEN_IND,TEN,00-0029701,True,36,0.9722,00-0032764,1,0.0278,PLANNED_ROTATION_OR_PACKAGE,1.0,2947.0,0.0,True
2023,2023_06_BAL_TEN,TEN,00-0029701,True,27,0.6667,00-0038128,9,0.3333,REPLACEMENT_NO_RETURN,4.0,769.0,8.0,False
2023,2023_16_SEA_TEN,TEN,00-0029701,False,33,0.9697,00-0032764,1,0.0303,PLANNED_ROTATION_OR_PACKAGE,2.0,2658.0,0.0,True
2023,2023_17_TEN_HOU,TEN,00-0039152,False,32,0.2188,00-0029701,25,0.7812,REPLACEMENT_NO_RETURN,2.0,2362.0,17.0,False
2023,2023_18_JAX_TEN,TEN,00-0029701,False,29,0.9655,00-0030564,1,0.0345,PLANNED_ROTATION_OR_PACKAGE,1.0,3115.0,3.0,True
2024,2024_04_TEN_MIA,TEN,00-0039152,True,22,0.1818,00-0034771,18,0.8182,REPLACEMENT_NO_RETURN,1.0,2873.0,0.0,False
2024,2024_12_TEN_HOU,TEN,00-0039152,True,33,0.9697,00-0033009,1,0.0303,PLANNED_ROTATION_OR_PACKAGE,3.0,1538.0,3.0,True
2024,2024_15_CIN_TEN,TEN,00-0039152,True,39,0.3333,00-0034771,26,0.6667,REPLACEMENT_NO_RETURN,3.0,1313.0,17.0,False
2024,2024_18_HOU_TEN,TEN,00-0039152,False,28,0.6429,00-0034771,10,0.3571,UNCLASSIFIED,2.0,2399.0,13.0,True
2021,2021_01_LAC_WAS,WAS,00-0023682,False,22,0.3182,00-0031800,15,0.6818,REPLACEMENT_NO_RETURN,2.0,2337.0,4.0,False
2021,2021_14_DAL_WAS,WAS,00-0031800,True,39,0.7436,00-0034577,10,0.2564,BLOWOUT_RELIEF,4.0,750.0,19.0,False
2021,2021_16_WAS_DAL,WAS,00-0031800,False,37,0.7027,00-0034577,11,0.2973,BLOWOUT_RELIEF,4.0,821.0,49.0,False
2022,2022_16_WAS_SF,WAS,00-0031800,True,36,0.5556,00-0032950,16,0.4444,REPLACEMENT_NO_RETURN,4.0,551.0,16.0,False
2023,2023_15_WAS_LA,WAS,00-0037077,True,37,0.7297,00-0033119,10,0.2703,BLOWOUT_RELIEF,4.0,521.0,21.0,False
2023,2023_16_WAS_NYJ,WAS,00-0037077,True,36,0.6389,00-0033119,13,0.3611,REPLACEMENT_NO_RETURN,3.0,1206.0,20.0,False
2023,2023_18_DAL_WAS,WAS,00-0037077,True,32,0.9688,00-0036626,1,0.0312,PLANNED_ROTATION_OR_PACKAGE,1.0,2783.0,7.0,True
2024,2024_05_CLE_WAS,WAS,00-0039910,True,31,0.9032,00-0032268,3,0.0968,BLOWOUT_RELIEF,4.0,734.0,28.0,False
2024,2024_07_CAR_WAS,WAS,00-0039910,True,26,0.0769,00-0032268,24,0.9231,REPLACEMENT_NO_RETURN,1.0,2811.0,10.0,False
2024,2024_18_WAS_DAL,WAS,00-0039910,True,37,0.4324,00-0036626,1,0.027,PLANNED_ROTATION_OR_PACKAGE,2.0,2177.0,6.0,True
2024,2024_18_WAS_DAL,WAS,00-0039910,True,37,0.4324,00-0032268,20,0.5405,REPLACEMENT_NO_RETURN,3.0,1432.0,6.0,False
2024,2024_21_WAS_PHI,WAS,00-0039910,True,52,0.9808,00-0030140,1,0.0192,PLANNED_ROTATION_OR_PACKAGE,1.0,2846.0,11.0,True
